SOURCE_ID	SOURCE_NAME	TARGET_ID	TARGET_NAME	AffixFams
List-2023-1308-1	WORLD	List-2023-1308-1185	NATIVE COUNTRY	5
List-2023-1308-1	WORLD	List-2023-1308-12	PLAIN	4
List-2023-1308-1	WORLD	List-2023-1308-1287	HEAVEN	5
List-2023-1308-1	WORLD	List-2023-1308-15	MAINLAND	4
List-2023-1308-1	WORLD	List-2023-1308-28	CAPE	5
List-2023-1308-1	WORLD	List-2023-1308-4	DUST	5
List-2023-1308-1	WORLD	List-2023-1308-45	EARTHQUAKE	14
List-2023-1308-1	WORLD	List-2023-1308-589	ADOBE	5
List-2023-1308-1	WORLD	List-2023-1308-595	PLOUGH	4
List-2023-1308-1	WORLD	List-2023-1308-8	MOUNTAIN OR HILL	4
List-2023-1308-1	WORLD	List-2023-1308-979	DAWN	5
List-2023-1308-2	LAND	List-2023-1308-1	WORLD	13
List-2023-1308-2	LAND	List-2023-1308-1141	WHERE	4
List-2023-1308-2	LAND	List-2023-1308-1184	COUNTRY	4
List-2023-1308-2	LAND	List-2023-1308-1185	NATIVE COUNTRY	11
List-2023-1308-2	LAND	List-2023-1308-1188	BOUNDARY	8
List-2023-1308-2	LAND	List-2023-1308-12	PLAIN	14
List-2023-1308-2	LAND	List-2023-1308-1287	HEAVEN	6
List-2023-1308-2	LAND	List-2023-1308-1288	HELL	4
List-2023-1308-2	LAND	List-2023-1308-14	ISLAND	7
List-2023-1308-2	LAND	List-2023-1308-15	MAINLAND	12
List-2023-1308-2	LAND	List-2023-1308-16	SHORE	8
List-2023-1308-2	LAND	List-2023-1308-17	CAVE	4
List-2023-1308-2	LAND	List-2023-1308-240	WORM	10
List-2023-1308-2	LAND	List-2023-1308-28	CAPE	9
List-2023-1308-2	LAND	List-2023-1308-3	EARTH (SOIL)	7
List-2023-1308-2	LAND	List-2023-1308-34	DITCH	4
List-2023-1308-2	LAND	List-2023-1308-38	SWAMP	4
List-2023-1308-2	LAND	List-2023-1308-4	DUST	11
List-2023-1308-2	LAND	List-2023-1308-45	EARTHQUAKE	22
List-2023-1308-2	LAND	List-2023-1308-464	POTATO	4
List-2023-1308-2	LAND	List-2023-1308-492	KING	4
List-2023-1308-2	LAND	List-2023-1308-563	FLOOR	6
List-2023-1308-2	LAND	List-2023-1308-589	ADOBE	5
List-2023-1308-2	LAND	List-2023-1308-590	FARMER	4
List-2023-1308-2	LAND	List-2023-1308-591	FIELD	4
List-2023-1308-2	LAND	List-2023-1308-593	CULTIVATE	7
List-2023-1308-2	LAND	List-2023-1308-595	PLOUGH	9
List-2023-1308-2	LAND	List-2023-1308-597	FURROW	4
List-2023-1308-2	LAND	List-2023-1308-598	DIG	7
List-2023-1308-2	LAND	List-2023-1308-599	SPADE	6
List-2023-1308-2	LAND	List-2023-1308-6	CLAY	9
List-2023-1308-2	LAND	List-2023-1308-692	BROOM	4
List-2023-1308-2	LAND	List-2023-1308-7	SAND	6
List-2023-1308-2	LAND	List-2023-1308-755	GO DOWN (DESCEND)	4
List-2023-1308-2	LAND	List-2023-1308-8	MOUNTAIN OR HILL	5
List-2023-1308-2	LAND	List-2023-1308-800	LAND (DESCEND)	6
List-2023-1308-2	LAND	List-2023-1308-868	LOW	4
List-2023-1308-2	LAND	List-2023-1308-870	BOTTOM	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1	WORLD	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1047	DIRTY	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-11	PRECIPICE	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1184	COUNTRY	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1185	NATIVE COUNTRY	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1188	BOUNDARY	7
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-12	PLAIN	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1288	HELL	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-13	VALLEY	6
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-14	ISLAND	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-15	MAINLAND	13
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-16	SHORE	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-2	LAND	7
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-240	WORM	10
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-28	CAPE	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-34	DITCH	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-37	SPRING OR WELL	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-38	SWAMP	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-4	DUST	16
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-45	EARTHQUAKE	25
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-5	MUD	7
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-563	FLOOR	8
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-587	BRICK	8
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-588	MORTAR BINDER	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-589	ADOBE	10
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-590	FARMER	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-593	CULTIVATE	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-595	PLOUGH	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-597	FURROW	6
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-599	SPADE	8
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-6	CLAY	13
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-600	SHOVEL	6
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-605	RAKE	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-7	SAND	9
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-712	POTTER	6
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-8	MOUNTAIN OR HILL	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-800	LAND (DESCEND)	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-868	LOW	8
List-2023-1308-4	DUST	List-2023-1308-258	DANDRUFF	5
List-2023-1308-4	DUST	List-2023-1308-74	ASH	7
List-2023-1308-5	MUD	List-2023-1308-1047	DIRTY	4
List-2023-1308-5	MUD	List-2023-1308-38	SWAMP	9
List-2023-1308-5	MUD	List-2023-1308-589	ADOBE	4
List-2023-1308-5	MUD	List-2023-1308-713	MOLD	4
List-2023-1308-6	CLAY	List-2023-1308-38	SWAMP	6
List-2023-1308-6	CLAY	List-2023-1308-4	DUST	7
List-2023-1308-6	CLAY	List-2023-1308-45	EARTHQUAKE	4
List-2023-1308-6	CLAY	List-2023-1308-5	MUD	5
List-2023-1308-6	CLAY	List-2023-1308-589	ADOBE	7
List-2023-1308-6	CLAY	List-2023-1308-712	POTTER	10
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-11	PRECIPICE	6
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-13	VALLEY	10
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-17	CAVE	6
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-800	LAND (DESCEND)	4
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-859	PILE UP	5
List-2023-1308-9	NOSE	List-2023-1308-10	NASAL MUCUS (SNOT)	15
List-2023-1308-9	NOSE	List-2023-1308-28	CAPE	5
List-2023-1308-9	NOSE	List-2023-1308-285	NOSTRIL	37
List-2023-1308-9	NOSE	List-2023-1308-287	BEAK	4
List-2023-1308-9	NOSE	List-2023-1308-345	SNEEZE	5
List-2023-1308-9	NOSE	List-2023-1308-353	SNORE	8
List-2023-1308-9	NOSE	List-2023-1308-385	COMMON COLD (DISEASE)	4
List-2023-1308-9	NOSE	List-2023-1308-538	RAG	6
List-2023-1308-9	NOSE	List-2023-1308-872	POINTED	5
List-2023-1308-12	PLAIN	List-2023-1308-163	PASTURE	7
List-2023-1308-12	PLAIN	List-2023-1308-590	FARMER	4
List-2023-1308-12	PLAIN	List-2023-1308-591	FIELD	4
List-2023-1308-12	PLAIN	List-2023-1308-897	FLAT	4
List-2023-1308-13	VALLEY	List-2023-1308-12	PLAIN	4
List-2023-1308-15	MAINLAND	List-2023-1308-1185	NATIVE COUNTRY	4
List-2023-1308-15	MAINLAND	List-2023-1308-45	EARTHQUAKE	5
List-2023-1308-16	SHORE	List-2023-1308-60	EDGE	4
List-2023-1308-16	SHORE	List-2023-1308-800	LAND (DESCEND)	8
List-2023-1308-17	CAVE	List-2023-1308-285	NOSTRIL	10
List-2023-1308-17	CAVE	List-2023-1308-306	ARMPIT	4
List-2023-1308-17	CAVE	List-2023-1308-378	GRAVE	5
List-2023-1308-17	CAVE	List-2023-1308-697	HOLLOW OUT	4
List-2023-1308-18	WATER	List-2023-1308-10	NASAL MUCUS (SNOT)	7
List-2023-1308-18	WATER	List-2023-1308-1000	WINTER	6
List-2023-1308-18	WATER	List-2023-1308-1013	BRACKISH	4
List-2023-1308-18	WATER	List-2023-1308-1015	SOUR	4
List-2023-1308-18	WATER	List-2023-1308-1022	BRIGHT	4
List-2023-1308-18	WATER	List-2023-1308-1040	WET	6
List-2023-1308-18	WATER	List-2023-1308-1066	TEAR (OF EYE)	11
List-2023-1308-18	WATER	List-2023-1308-1158	BE SILENT	4
List-2023-1308-18	WATER	List-2023-1308-13	VALLEY	4
List-2023-1308-18	WATER	List-2023-1308-1303	LAGOON	11
List-2023-1308-18	WATER	List-2023-1308-1306	REEF	5
List-2023-1308-18	WATER	List-2023-1308-14	ISLAND	7
List-2023-1308-18	WATER	List-2023-1308-16	SHORE	19
List-2023-1308-18	WATER	List-2023-1308-19	BEVERAGE	6
List-2023-1308-18	WATER	List-2023-1308-191	DUCK	5
List-2023-1308-18	WATER	List-2023-1308-194	SEAGULL	4
List-2023-1308-18	WATER	List-2023-1308-20	SAP	8
List-2023-1308-18	WATER	List-2023-1308-21	SEA	17
List-2023-1308-18	WATER	List-2023-1308-213	DOLPHIN	4
List-2023-1308-18	WATER	List-2023-1308-22	CALM (OF SEA)	5
List-2023-1308-18	WATER	List-2023-1308-23	ROUGH (OF SEA)	6
List-2023-1308-18	WATER	List-2023-1308-230	ANT	4
List-2023-1308-18	WATER	List-2023-1308-24	FOAM	5
List-2023-1308-18	WATER	List-2023-1308-245	SNAIL	5
List-2023-1308-18	WATER	List-2023-1308-25	OCEAN	10
List-2023-1308-18	WATER	List-2023-1308-26	LAKE	10
List-2023-1308-18	WATER	List-2023-1308-27	BAY	8
List-2023-1308-18	WATER	List-2023-1308-29	WAVE	11
List-2023-1308-18	WATER	List-2023-1308-30	TIDE	8
List-2023-1308-18	WATER	List-2023-1308-31	LOW TIDE	11
List-2023-1308-18	WATER	List-2023-1308-32	HIGH TIDE	10
List-2023-1308-18	WATER	List-2023-1308-33	FLOWING BODY OF WATER	19
List-2023-1308-18	WATER	List-2023-1308-338	WOMB	4
List-2023-1308-18	WATER	List-2023-1308-34	DITCH	13
List-2023-1308-18	WATER	List-2023-1308-347	SPIT	7
List-2023-1308-18	WATER	List-2023-1308-351	DRIBBLE	8
List-2023-1308-18	WATER	List-2023-1308-358	PISS	4
List-2023-1308-18	WATER	List-2023-1308-36	WHIRLPOOL	14
List-2023-1308-18	WATER	List-2023-1308-362	BATHE	12
List-2023-1308-18	WATER	List-2023-1308-37	SPRING OR WELL	28
List-2023-1308-18	WATER	List-2023-1308-374	DROWNED	12
List-2023-1308-18	WATER	List-2023-1308-38	SWAMP	6
List-2023-1308-18	WATER	List-2023-1308-389	ITCH	4
List-2023-1308-18	WATER	List-2023-1308-39	WATERFALL	21
List-2023-1308-18	WATER	List-2023-1308-391	BLISTER	10
List-2023-1308-18	WATER	List-2023-1308-416	UNRIPE	4
List-2023-1308-18	WATER	List-2023-1308-418	DRINK	9
List-2023-1308-18	WATER	List-2023-1308-421	THIRST	15
List-2023-1308-18	WATER	List-2023-1308-422	SUCK	4
List-2023-1308-18	WATER	List-2023-1308-423	CHEW	4
List-2023-1308-18	WATER	List-2023-1308-426	SINK (DESCEND)	4
List-2023-1308-18	WATER	List-2023-1308-433	KETTLE	7
List-2023-1308-18	WATER	List-2023-1308-439	JUG	7
List-2023-1308-18	WATER	List-2023-1308-440	CUP	4
List-2023-1308-18	WATER	List-2023-1308-449	MIX	4
List-2023-1308-18	WATER	List-2023-1308-456	MILL	4
List-2023-1308-18	WATER	List-2023-1308-461	SOUP	10
List-2023-1308-18	WATER	List-2023-1308-477	HONEY	10
List-2023-1308-18	WATER	List-2023-1308-479	MILK	9
List-2023-1308-18	WATER	List-2023-1308-481	CHEESE	4
List-2023-1308-18	WATER	List-2023-1308-482	MEAD	6
List-2023-1308-18	WATER	List-2023-1308-483	WINE	6
List-2023-1308-18	WATER	List-2023-1308-485	ALCOHOL (FERMENTED DRINK)	8
List-2023-1308-18	WATER	List-2023-1308-509	DYE	4
List-2023-1308-18	WATER	List-2023-1308-510	PAINT (PIGMENTS)	4
List-2023-1308-18	WATER	List-2023-1308-54	STORM	4
List-2023-1308-18	WATER	List-2023-1308-56	RAINBOW	5
List-2023-1308-18	WATER	List-2023-1308-578	TROUGH	8
List-2023-1308-18	WATER	List-2023-1308-588	MORTAR BINDER	5
List-2023-1308-18	WATER	List-2023-1308-61	DEW	11
List-2023-1308-18	WATER	List-2023-1308-633	GRAPEVINE	4
List-2023-1308-18	WATER	List-2023-1308-646	GOURD	6
List-2023-1308-18	WATER	List-2023-1308-65	FOG	4
List-2023-1308-18	WATER	List-2023-1308-68	ICE	12
List-2023-1308-18	WATER	List-2023-1308-688	POUR	4
List-2023-1308-18	WATER	List-2023-1308-689	FLOW	7
List-2023-1308-18	WATER	List-2023-1308-690	WASH	5
List-2023-1308-18	WATER	List-2023-1308-701	GLUE	4
List-2023-1308-18	WATER	List-2023-1308-715	BASKET	6
List-2023-1308-18	WATER	List-2023-1308-735	FLOAT	10
List-2023-1308-18	WATER	List-2023-1308-736	SWIM	12
List-2023-1308-18	WATER	List-2023-1308-737	SPLASH	12
List-2023-1308-18	WATER	List-2023-1308-739	DIVE	9
List-2023-1308-18	WATER	List-2023-1308-76	BURN (SOMETHING)	4
List-2023-1308-18	WATER	List-2023-1308-789	BOAT	6
List-2023-1308-18	WATER	List-2023-1308-793	OAR	5
List-2023-1308-18	WATER	List-2023-1308-800	LAND (DESCEND)	4
List-2023-1308-19	BEVERAGE	List-2023-1308-440	CUP	4
List-2023-1308-19	BEVERAGE	List-2023-1308-482	MEAD	6
List-2023-1308-19	BEVERAGE	List-2023-1308-485	ALCOHOL (FERMENTED DRINK)	9
List-2023-1308-20	SAP	List-2023-1308-284	EARWAX	5
List-2023-1308-20	SAP	List-2023-1308-33	FLOWING BODY OF WATER	4
List-2023-1308-21	SEA	List-2023-1308-1303	LAGOON	5
List-2023-1308-21	SEA	List-2023-1308-1306	REEF	4
List-2023-1308-21	SEA	List-2023-1308-16	SHORE	13
List-2023-1308-21	SEA	List-2023-1308-194	SEAGULL	9
List-2023-1308-21	SEA	List-2023-1308-23	ROUGH (OF SEA)	8
List-2023-1308-21	SEA	List-2023-1308-25	OCEAN	12
List-2023-1308-21	SEA	List-2023-1308-26	LAKE	4
List-2023-1308-21	SEA	List-2023-1308-27	BAY	7
List-2023-1308-21	SEA	List-2023-1308-30	TIDE	5
List-2023-1308-21	SEA	List-2023-1308-31	LOW TIDE	6
List-2023-1308-21	SEA	List-2023-1308-32	HIGH TIDE	6
List-2023-1308-21	SEA	List-2023-1308-799	PORT	4
List-2023-1308-22	CALM (OF SEA)	List-2023-1308-1219	PEACE	5
List-2023-1308-22	CALM (OF SEA)	List-2023-1308-961	SILENCE	4
List-2023-1308-25	OCEAN	List-2023-1308-16	SHORE	10
List-2023-1308-25	OCEAN	List-2023-1308-194	SEAGULL	5
List-2023-1308-25	OCEAN	List-2023-1308-23	ROUGH (OF SEA)	4
List-2023-1308-25	OCEAN	List-2023-1308-27	BAY	6
List-2023-1308-26	LAKE	List-2023-1308-1303	LAGOON	11
List-2023-1308-26	LAKE	List-2023-1308-16	SHORE	4
List-2023-1308-26	LAKE	List-2023-1308-21	SEA	5
List-2023-1308-26	LAKE	List-2023-1308-25	OCEAN	6
List-2023-1308-28	CAPE	List-2023-1308-285	NOSTRIL	4
List-2023-1308-28	CAPE	List-2023-1308-872	POINTED	5
List-2023-1308-29	WAVE	List-2023-1308-23	ROUGH (OF SEA)	9
List-2023-1308-29	WAVE	List-2023-1308-30	TIDE	4
List-2023-1308-30	TIDE	List-2023-1308-31	LOW TIDE	5
List-2023-1308-30	TIDE	List-2023-1308-32	HIGH TIDE	7
List-2023-1308-31	LOW TIDE	List-2023-1308-30	TIDE	6
List-2023-1308-32	HIGH TIDE	List-2023-1308-30	TIDE	6
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-1066	TEAR (OF EYE)	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-13	VALLEY	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-1303	LAGOON	6
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-14	ISLAND	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-16	SHORE	15
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-194	SEAGULL	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-21	SEA	7
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-22	CALM (OF SEA)	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-23	ROUGH (OF SEA)	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-25	OCEAN	6
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-26	LAKE	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-27	BAY	7
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-28	CAPE	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-29	WAVE	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-30	TIDE	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-32	HIGH TIDE	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-34	DITCH	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-36	WHIRLPOOL	9
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-37	SPRING OR WELL	13
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-39	WATERFALL	7
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-421	THIRST	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-461	SOUP	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-477	HONEY	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-56	RAINBOW	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-689	FLOW	6
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-736	SWIM	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-737	SPLASH	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-739	DIVE	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-92	YOUNG MAN	4
List-2023-1308-35	SIDE	List-2023-1308-1022	BRIGHT	4
List-2023-1308-35	SIDE	List-2023-1308-1205	NEIGHBOUR	4
List-2023-1308-35	SIDE	List-2023-1308-16	SHORE	9
List-2023-1308-35	SIDE	List-2023-1308-262	RIB	8
List-2023-1308-35	SIDE	List-2023-1308-269	TEMPLES	5
List-2023-1308-35	SIDE	List-2023-1308-276	CHEEK	5
List-2023-1308-35	SIDE	List-2023-1308-558	DOORPOST	4
List-2023-1308-35	SIDE	List-2023-1308-564	WALL (OF HOUSE)	6
List-2023-1308-35	SIDE	List-2023-1308-842	BEHIND	4
List-2023-1308-35	SIDE	List-2023-1308-844	BESIDE	13
List-2023-1308-35	SIDE	List-2023-1308-845	NEAR	4
List-2023-1308-35	SIDE	List-2023-1308-848	IN FRONT OF	5
List-2023-1308-35	SIDE	List-2023-1308-850	OUTSIDE	4
List-2023-1308-35	SIDE	List-2023-1308-875	RIGHT	10
List-2023-1308-35	SIDE	List-2023-1308-876	LEFT	9
List-2023-1308-35	SIDE	List-2023-1308-878	EAST	7
List-2023-1308-35	SIDE	List-2023-1308-879	WEST	6
List-2023-1308-35	SIDE	List-2023-1308-880	NORTH	7
List-2023-1308-35	SIDE	List-2023-1308-881	SOUTH	6
List-2023-1308-37	SPRING OR WELL	List-2023-1308-36	WHIRLPOOL	4
List-2023-1308-40	FOREST	List-2023-1308-1246	FISHING LINE	4
List-2023-1308-40	FOREST	List-2023-1308-1248	HUNT	7
List-2023-1308-40	FOREST	List-2023-1308-160	ANIMAL	4
List-2023-1308-40	FOREST	List-2023-1308-174	BOAR (MALE PIG)	6
List-2023-1308-41	TREE	List-2023-1308-1191	WALKING STICK	9
List-2023-1308-41	TREE	List-2023-1308-1192	CLUB	10
List-2023-1308-41	TREE	List-2023-1308-1224	BOW	5
List-2023-1308-41	TREE	List-2023-1308-1307	CASSAVA	5
List-2023-1308-41	TREE	List-2023-1308-20	SAP	21
List-2023-1308-41	TREE	List-2023-1308-390	BOARD	14
List-2023-1308-41	TREE	List-2023-1308-40	FOREST	13
List-2023-1308-41	TREE	List-2023-1308-42	WOOD	10
List-2023-1308-41	TREE	List-2023-1308-43	FIREWOOD	8
List-2023-1308-41	TREE	List-2023-1308-465	FRUIT	11
List-2023-1308-41	TREE	List-2023-1308-469	NUT	4
List-2023-1308-41	TREE	List-2023-1308-495	COTTON	4
List-2023-1308-41	TREE	List-2023-1308-540	COMB	5
List-2023-1308-41	TREE	List-2023-1308-541	BRUSH	4
List-2023-1308-41	TREE	List-2023-1308-558	DOORPOST	6
List-2023-1308-41	TREE	List-2023-1308-572	CHAIR	4
List-2023-1308-41	TREE	List-2023-1308-574	TABLE	4
List-2023-1308-41	TREE	List-2023-1308-577	SHELF	5
List-2023-1308-41	TREE	List-2023-1308-578	TROUGH	4
List-2023-1308-41	TREE	List-2023-1308-581	RIDGEPOLE	5
List-2023-1308-41	TREE	List-2023-1308-582	RAFTER	4
List-2023-1308-41	TREE	List-2023-1308-583	POST	5
List-2023-1308-41	TREE	List-2023-1308-602	PITCHFORK	4
List-2023-1308-41	TREE	List-2023-1308-621	PLANT (VEGETATION)	5
List-2023-1308-41	TREE	List-2023-1308-623	ROOT	5
List-2023-1308-41	TREE	List-2023-1308-624	BRANCH OR TWIG	17
List-2023-1308-41	TREE	List-2023-1308-625	LEAF	9
List-2023-1308-41	TREE	List-2023-1308-627	OAK	8
List-2023-1308-41	TREE	List-2023-1308-628	BEECH	6
List-2023-1308-41	TREE	List-2023-1308-629	BIRCH	6
List-2023-1308-41	TREE	List-2023-1308-630	PINE	10
List-2023-1308-41	TREE	List-2023-1308-631	FIR	7
List-2023-1308-41	TREE	List-2023-1308-633	GRAPEVINE	10
List-2023-1308-41	TREE	List-2023-1308-635	PIPE	4
List-2023-1308-41	TREE	List-2023-1308-636	TREE STUMP	23
List-2023-1308-41	TREE	List-2023-1308-637	TREE TRUNK	25
List-2023-1308-41	TREE	List-2023-1308-638	FORKED BRANCH	15
List-2023-1308-41	TREE	List-2023-1308-639	BARK	22
List-2023-1308-41	TREE	List-2023-1308-640	PALM TREE	9
List-2023-1308-41	TREE	List-2023-1308-643	BANANA TREE	13
List-2023-1308-41	TREE	List-2023-1308-644	BANYAN	10
List-2023-1308-41	TREE	List-2023-1308-648	BAMBOO	6
List-2023-1308-41	TREE	List-2023-1308-651	MUSHROOM	4
List-2023-1308-41	TREE	List-2023-1308-665	CARVE	4
List-2023-1308-41	TREE	List-2023-1308-692	BROOM	4
List-2023-1308-41	TREE	List-2023-1308-694	CARPENTER	11
List-2023-1308-41	TREE	List-2023-1308-698	SAW	4
List-2023-1308-41	TREE	List-2023-1308-722	CHISEL	4
List-2023-1308-41	TREE	List-2023-1308-786	MAST	5
List-2023-1308-41	TREE	List-2023-1308-793	OAR	5
List-2023-1308-41	TREE	List-2023-1308-81	CHARCOAL	5
List-2023-1308-41	TREE	List-2023-1308-905	CROSS	5
List-2023-1308-42	WOOD	List-2023-1308-1191	WALKING STICK	11
List-2023-1308-42	WOOD	List-2023-1308-1192	CLUB	10
List-2023-1308-42	WOOD	List-2023-1308-1224	BOW	6
List-2023-1308-42	WOOD	List-2023-1308-1307	CASSAVA	6
List-2023-1308-42	WOOD	List-2023-1308-20	SAP	14
List-2023-1308-42	WOOD	List-2023-1308-288	BEAM	5
List-2023-1308-42	WOOD	List-2023-1308-390	BOARD	12
List-2023-1308-42	WOOD	List-2023-1308-40	FOREST	11
List-2023-1308-42	WOOD	List-2023-1308-41	TREE	13
List-2023-1308-42	WOOD	List-2023-1308-43	FIREWOOD	11
List-2023-1308-42	WOOD	List-2023-1308-465	FRUIT	9
List-2023-1308-42	WOOD	List-2023-1308-469	NUT	4
List-2023-1308-42	WOOD	List-2023-1308-558	DOORPOST	7
List-2023-1308-42	WOOD	List-2023-1308-572	CHAIR	4
List-2023-1308-42	WOOD	List-2023-1308-574	TABLE	6
List-2023-1308-42	WOOD	List-2023-1308-577	SHELF	6
List-2023-1308-42	WOOD	List-2023-1308-581	RIDGEPOLE	5
List-2023-1308-42	WOOD	List-2023-1308-582	RAFTER	6
List-2023-1308-42	WOOD	List-2023-1308-583	POST	8
List-2023-1308-42	WOOD	List-2023-1308-59	SHADE	4
List-2023-1308-42	WOOD	List-2023-1308-594	FENCE	4
List-2023-1308-42	WOOD	List-2023-1308-621	PLANT (VEGETATION)	4
List-2023-1308-42	WOOD	List-2023-1308-623	ROOT	4
List-2023-1308-42	WOOD	List-2023-1308-624	BRANCH OR TWIG	12
List-2023-1308-42	WOOD	List-2023-1308-625	LEAF	7
List-2023-1308-42	WOOD	List-2023-1308-626	FLOWER	4
List-2023-1308-42	WOOD	List-2023-1308-627	OAK	7
List-2023-1308-42	WOOD	List-2023-1308-628	BEECH	4
List-2023-1308-42	WOOD	List-2023-1308-630	PINE	9
List-2023-1308-42	WOOD	List-2023-1308-631	FIR	6
List-2023-1308-42	WOOD	List-2023-1308-633	GRAPEVINE	9
List-2023-1308-42	WOOD	List-2023-1308-636	TREE STUMP	17
List-2023-1308-42	WOOD	List-2023-1308-637	TREE TRUNK	18
List-2023-1308-42	WOOD	List-2023-1308-638	FORKED BRANCH	16
List-2023-1308-42	WOOD	List-2023-1308-639	BARK	17
List-2023-1308-42	WOOD	List-2023-1308-640	PALM TREE	5
List-2023-1308-42	WOOD	List-2023-1308-643	BANANA TREE	9
List-2023-1308-42	WOOD	List-2023-1308-644	BANYAN	7
List-2023-1308-42	WOOD	List-2023-1308-648	BAMBOO	4
List-2023-1308-42	WOOD	List-2023-1308-651	MUSHROOM	4
List-2023-1308-42	WOOD	List-2023-1308-692	BROOM	4
List-2023-1308-42	WOOD	List-2023-1308-694	CARPENTER	14
List-2023-1308-42	WOOD	List-2023-1308-698	SAW	4
List-2023-1308-42	WOOD	List-2023-1308-80	MATCH	6
List-2023-1308-42	WOOD	List-2023-1308-81	CHARCOAL	7
List-2023-1308-42	WOOD	List-2023-1308-905	CROSS	4
List-2023-1308-43	FIREWOOD	List-2023-1308-565	FIREPLACE	4
List-2023-1308-43	FIREWOOD	List-2023-1308-694	CARPENTER	5
List-2023-1308-43	FIREWOOD	List-2023-1308-71	FLAME	8
