SOURCE_ID	SOURCE_NAME	TARGET_ID	TARGET_NAME	FullFams
List-2023-1308-1	WORLD	List-2023-1308-1184	COUNTRY	12
List-2023-1308-1	WORLD	List-2023-1308-1219	PEACE	4
List-2023-1308-1	WORLD	List-2023-1308-15	MAINLAND	4
List-2023-1308-1	WORLD	List-2023-1308-2	LAND	23
List-2023-1308-1	WORLD	List-2023-1308-3	EARTH (SOIL)	20
List-2023-1308-1	WORLD	List-2023-1308-563	FLOOR	10
List-2023-1308-1	WORLD	List-2023-1308-57	LIGHT (RADIATION)	3
List-2023-1308-1	WORLD	List-2023-1308-573	PLACE (POSITION)	3
List-2023-1308-1	WORLD	List-2023-1308-6	CLAY	4
List-2023-1308-1	WORLD	List-2023-1308-63	WEATHER	5
List-2023-1308-1	WORLD	List-2023-1308-846	DOWN OR BELOW	3
List-2023-1308-1	WORLD	List-2023-1308-977	DAY (NOT NIGHT)	7
List-2023-1308-2	LAND	List-2023-1308-1	WORLD	23
List-2023-1308-2	LAND	List-2023-1308-1184	COUNTRY	23
List-2023-1308-2	LAND	List-2023-1308-1185	NATIVE COUNTRY	6
List-2023-1308-2	LAND	List-2023-1308-12	PLAIN	3
List-2023-1308-2	LAND	List-2023-1308-15	MAINLAND	8
List-2023-1308-2	LAND	List-2023-1308-3	EARTH (SOIL)	35
List-2023-1308-2	LAND	List-2023-1308-4	DUST	5
List-2023-1308-2	LAND	List-2023-1308-563	FLOOR	20
List-2023-1308-2	LAND	List-2023-1308-573	PLACE (POSITION)	6
List-2023-1308-2	LAND	List-2023-1308-6	CLAY	7
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1	WORLD	20
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-1184	COUNTRY	15
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-12	PLAIN	3
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-15	MAINLAND	6
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-2	LAND	35
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-4	DUST	8
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-5	MUD	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-563	FLOOR	25
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-573	PLACE (POSITION)	4
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-591	FIELD	3
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-6	CLAY	11
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-7	SAND	5
List-2023-1308-3	EARTH (SOIL)	List-2023-1308-846	DOWN OR BELOW	3
List-2023-1308-4	DUST	List-2023-1308-2	LAND	5
List-2023-1308-4	DUST	List-2023-1308-3	EARTH (SOIL)	8
List-2023-1308-4	DUST	List-2023-1308-453	FLOUR	4
List-2023-1308-4	DUST	List-2023-1308-5	MUD	3
List-2023-1308-4	DUST	List-2023-1308-7	SAND	3
List-2023-1308-4	DUST	List-2023-1308-72	SMOKE (EXHAUST)	6
List-2023-1308-4	DUST	List-2023-1308-74	ASH	7
List-2023-1308-5	MUD	List-2023-1308-1047	DIRTY	4
List-2023-1308-5	MUD	List-2023-1308-3	EARTH (SOIL)	4
List-2023-1308-5	MUD	List-2023-1308-38	SWAMP	11
List-2023-1308-5	MUD	List-2023-1308-4	DUST	3
List-2023-1308-5	MUD	List-2023-1308-588	MORTAR BINDER	4
List-2023-1308-5	MUD	List-2023-1308-589	ADOBE	4
List-2023-1308-5	MUD	List-2023-1308-6	CLAY	23
List-2023-1308-6	CLAY	List-2023-1308-1	WORLD	4
List-2023-1308-6	CLAY	List-2023-1308-2	LAND	7
List-2023-1308-6	CLAY	List-2023-1308-3	EARTH (SOIL)	11
List-2023-1308-6	CLAY	List-2023-1308-38	SWAMP	4
List-2023-1308-6	CLAY	List-2023-1308-5	MUD	23
List-2023-1308-6	CLAY	List-2023-1308-563	FLOOR	5
List-2023-1308-6	CLAY	List-2023-1308-589	ADOBE	3
List-2023-1308-7	SAND	List-2023-1308-16	SHORE	6
List-2023-1308-7	SAND	List-2023-1308-3	EARTH (SOIL)	5
List-2023-1308-7	SAND	List-2023-1308-4	DUST	3
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-11	PRECIPICE	3
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-44	STONE OR ROCK	6
List-2023-1308-8	MOUNTAIN OR HILL	List-2023-1308-869	TOP	5
List-2023-1308-9	NOSE	List-2023-1308-10	NASAL MUCUS (SNOT)	5
List-2023-1308-9	NOSE	List-2023-1308-28	CAPE	5
List-2023-1308-9	NOSE	List-2023-1308-287	BEAK	17
List-2023-1308-10	NASAL MUCUS (SNOT)	List-2023-1308-285	NOSTRIL	3
List-2023-1308-10	NASAL MUCUS (SNOT)	List-2023-1308-347	SPIT	3
List-2023-1308-10	NASAL MUCUS (SNOT)	List-2023-1308-385	COMMON COLD (DISEASE)	8
List-2023-1308-10	NASAL MUCUS (SNOT)	List-2023-1308-9	NOSE	5
List-2023-1308-11	PRECIPICE	List-2023-1308-13	VALLEY	3
List-2023-1308-11	PRECIPICE	List-2023-1308-1306	REEF	3
List-2023-1308-11	PRECIPICE	List-2023-1308-44	STONE OR ROCK	6
List-2023-1308-11	PRECIPICE	List-2023-1308-564	WALL (OF HOUSE)	4
List-2023-1308-11	PRECIPICE	List-2023-1308-60	EDGE	4
List-2023-1308-11	PRECIPICE	List-2023-1308-8	MOUNTAIN OR HILL	3
List-2023-1308-12	PLAIN	List-2023-1308-13	VALLEY	4
List-2023-1308-12	PLAIN	List-2023-1308-163	PASTURE	11
List-2023-1308-12	PLAIN	List-2023-1308-2	LAND	3
List-2023-1308-12	PLAIN	List-2023-1308-3	EARTH (SOIL)	3
List-2023-1308-12	PLAIN	List-2023-1308-563	FLOOR	3
List-2023-1308-12	PLAIN	List-2023-1308-591	FIELD	12
List-2023-1308-12	PLAIN	List-2023-1308-592	GARDEN	3
List-2023-1308-12	PLAIN	List-2023-1308-897	FLAT	7
List-2023-1308-12	PLAIN	List-2023-1308-899	SMOOTH	4
List-2023-1308-13	VALLEY	List-2023-1308-11	PRECIPICE	3
List-2023-1308-13	VALLEY	List-2023-1308-12	PLAIN	4
List-2023-1308-15	MAINLAND	List-2023-1308-1	WORLD	4
List-2023-1308-15	MAINLAND	List-2023-1308-1184	COUNTRY	5
List-2023-1308-15	MAINLAND	List-2023-1308-2	LAND	8
List-2023-1308-15	MAINLAND	List-2023-1308-3	EARTH (SOIL)	6
List-2023-1308-15	MAINLAND	List-2023-1308-563	FLOOR	3
List-2023-1308-16	SHORE	List-2023-1308-35	SIDE	5
List-2023-1308-16	SHORE	List-2023-1308-60	EDGE	14
List-2023-1308-16	SHORE	List-2023-1308-7	SAND	6
List-2023-1308-17	CAVE	List-2023-1308-34	DITCH	3
List-2023-1308-17	CAVE	List-2023-1308-696	HOLE	14
List-2023-1308-18	WATER	List-2023-1308-1040	WET	4
List-2023-1308-18	WATER	List-2023-1308-19	BEVERAGE	4
List-2023-1308-18	WATER	List-2023-1308-20	SAP	4
List-2023-1308-18	WATER	List-2023-1308-26	LAKE	3
List-2023-1308-18	WATER	List-2023-1308-33	FLOWING BODY OF WATER	17
List-2023-1308-18	WATER	List-2023-1308-418	DRINK	3
List-2023-1308-18	WATER	List-2023-1308-461	SOUP	4
List-2023-1308-18	WATER	List-2023-1308-66	RAIN (PRECIPITATION)	7
List-2023-1308-18	WATER	List-2023-1308-988	YEAR	3
List-2023-1308-19	BEVERAGE	List-2023-1308-18	WATER	4
List-2023-1308-19	BEVERAGE	List-2023-1308-418	DRINK	4
List-2023-1308-19	BEVERAGE	List-2023-1308-461	SOUP	3
List-2023-1308-19	BEVERAGE	List-2023-1308-483	WINE	3
List-2023-1308-19	BEVERAGE	List-2023-1308-485	ALCOHOL (FERMENTED DRINK)	4
List-2023-1308-20	SAP	List-2023-1308-18	WATER	4
List-2023-1308-20	SAP	List-2023-1308-701	GLUE	4
List-2023-1308-21	SEA	List-2023-1308-25	OCEAN	31
List-2023-1308-21	SEA	List-2023-1308-26	LAKE	7
List-2023-1308-21	SEA	List-2023-1308-33	FLOWING BODY OF WATER	3
List-2023-1308-21	SEA	List-2023-1308-474	SALT	3
List-2023-1308-22	CALM (OF SEA)	List-2023-1308-1158	BE SILENT	3
List-2023-1308-22	CALM (OF SEA)	List-2023-1308-961	SILENCE	8
List-2023-1308-23	ROUGH (OF SEA)	List-2023-1308-29	WAVE	9
List-2023-1308-25	OCEAN	List-2023-1308-21	SEA	31
List-2023-1308-25	OCEAN	List-2023-1308-26	LAKE	5
List-2023-1308-26	LAKE	List-2023-1308-1303	LAGOON	24
List-2023-1308-26	LAKE	List-2023-1308-18	WATER	3
List-2023-1308-26	LAKE	List-2023-1308-21	SEA	7
List-2023-1308-26	LAKE	List-2023-1308-25	OCEAN	5
List-2023-1308-26	LAKE	List-2023-1308-33	FLOWING BODY OF WATER	4
List-2023-1308-26	LAKE	List-2023-1308-38	SWAMP	5
List-2023-1308-27	BAY	List-2023-1308-1303	LAGOON	4
List-2023-1308-27	BAY	List-2023-1308-799	PORT	3
List-2023-1308-28	CAPE	List-2023-1308-60	EDGE	3
List-2023-1308-28	CAPE	List-2023-1308-869	TOP	4
List-2023-1308-28	CAPE	List-2023-1308-872	POINTED	4
List-2023-1308-28	CAPE	List-2023-1308-9	NOSE	5
List-2023-1308-29	WAVE	List-2023-1308-23	ROUGH (OF SEA)	9
List-2023-1308-30	TIDE	List-2023-1308-31	LOW TIDE	3
List-2023-1308-30	TIDE	List-2023-1308-32	HIGH TIDE	5
List-2023-1308-31	LOW TIDE	List-2023-1308-30	TIDE	3
List-2023-1308-32	HIGH TIDE	List-2023-1308-30	TIDE	5
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-18	WATER	17
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-21	SEA	3
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-26	LAKE	4
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-34	DITCH	3
List-2023-1308-33	FLOWING BODY OF WATER	List-2023-1308-37	SPRING OR WELL	4
List-2023-1308-34	DITCH	List-2023-1308-17	CAVE	3
List-2023-1308-34	DITCH	List-2023-1308-33	FLOWING BODY OF WATER	3
List-2023-1308-34	DITCH	List-2023-1308-37	SPRING OR WELL	3
List-2023-1308-34	DITCH	List-2023-1308-597	FURROW	6
List-2023-1308-34	DITCH	List-2023-1308-696	HOLE	7
List-2023-1308-35	SIDE	List-2023-1308-1188	BOUNDARY	4
List-2023-1308-35	SIDE	List-2023-1308-16	SHORE	5
List-2023-1308-35	SIDE	List-2023-1308-262	RIB	3
List-2023-1308-35	SIDE	List-2023-1308-564	WALL (OF HOUSE)	5
List-2023-1308-35	SIDE	List-2023-1308-60	EDGE	13
List-2023-1308-35	SIDE	List-2023-1308-844	BESIDE	11
List-2023-1308-35	SIDE	List-2023-1308-869	TOP	3
List-2023-1308-35	SIDE	List-2023-1308-874	CENTER OR MIDDLE	3
List-2023-1308-35	SIDE	List-2023-1308-941	PART	5
List-2023-1308-35	SIDE	List-2023-1308-942	HALF	6
List-2023-1308-37	SPRING OR WELL	List-2023-1308-33	FLOWING BODY OF WATER	4
List-2023-1308-37	SPRING OR WELL	List-2023-1308-34	DITCH	3
List-2023-1308-37	SPRING OR WELL	List-2023-1308-39	WATERFALL	3
List-2023-1308-37	SPRING OR WELL	List-2023-1308-696	HOLE	3
List-2023-1308-38	SWAMP	List-2023-1308-1303	LAGOON	3
List-2023-1308-38	SWAMP	List-2023-1308-26	LAKE	5
List-2023-1308-38	SWAMP	List-2023-1308-5	MUD	11
List-2023-1308-38	SWAMP	List-2023-1308-6	CLAY	4
List-2023-1308-39	WATERFALL	List-2023-1308-37	SPRING OR WELL	3
List-2023-1308-40	FOREST	List-2023-1308-41	TREE	5
List-2023-1308-40	FOREST	List-2023-1308-42	WOOD	5
List-2023-1308-41	TREE	List-2023-1308-1191	WALKING STICK	5
List-2023-1308-41	TREE	List-2023-1308-1192	CLUB	10
List-2023-1308-41	TREE	List-2023-1308-288	BEAM	3
List-2023-1308-41	TREE	List-2023-1308-390	BOARD	4
List-2023-1308-41	TREE	List-2023-1308-40	FOREST	5
List-2023-1308-41	TREE	List-2023-1308-42	WOOD	38
List-2023-1308-41	TREE	List-2023-1308-43	FIREWOOD	10
List-2023-1308-41	TREE	List-2023-1308-583	POST	13
List-2023-1308-41	TREE	List-2023-1308-621	PLANT (VEGETATION)	12
List-2023-1308-41	TREE	List-2023-1308-637	TREE TRUNK	14
List-2023-1308-42	WOOD	List-2023-1308-1191	WALKING STICK	4
List-2023-1308-42	WOOD	List-2023-1308-1192	CLUB	10
List-2023-1308-42	WOOD	List-2023-1308-288	BEAM	3
List-2023-1308-42	WOOD	List-2023-1308-390	BOARD	10
List-2023-1308-42	WOOD	List-2023-1308-40	FOREST	5
List-2023-1308-42	WOOD	List-2023-1308-41	TREE	38
List-2023-1308-42	WOOD	List-2023-1308-43	FIREWOOD	19
List-2023-1308-42	WOOD	List-2023-1308-582	RAFTER	4
List-2023-1308-42	WOOD	List-2023-1308-583	POST	11
List-2023-1308-42	WOOD	List-2023-1308-621	PLANT (VEGETATION)	5
List-2023-1308-42	WOOD	List-2023-1308-637	TREE TRUNK	9
List-2023-1308-43	FIREWOOD	List-2023-1308-1192	CLUB	4
List-2023-1308-43	FIREWOOD	List-2023-1308-41	TREE	10
List-2023-1308-43	FIREWOOD	List-2023-1308-42	WOOD	19
List-2023-1308-43	FIREWOOD	List-2023-1308-70	FIRE	11
List-2023-1308-43	FIREWOOD	List-2023-1308-80	MATCH	3
List-2023-1308-44	STONE OR ROCK	List-2023-1308-11	PRECIPICE	6
List-2023-1308-44	STONE OR ROCK	List-2023-1308-1306	REEF	4
List-2023-1308-44	STONE OR ROCK	List-2023-1308-531	JEWEL	4
List-2023-1308-44	STONE OR ROCK	List-2023-1308-8	MOUNTAIN OR HILL	6
List-2023-1308-46	SKY	List-2023-1308-1209	GOD	3
List-2023-1308-46	SKY	List-2023-1308-1287	HEAVEN	30
List-2023-1308-46	SKY	List-2023-1308-62	AIR	4
List-2023-1308-46	SKY	List-2023-1308-63	WEATHER	4
List-2023-1308-46	SKY	List-2023-1308-64	CLOUD	6
List-2023-1308-46	SKY	List-2023-1308-852	UP	4
List-2023-1308-46	SKY	List-2023-1308-867	HIGH	4
List-2023-1308-46	SKY	List-2023-1308-869	TOP	5
List-2023-1308-47	SUN	List-2023-1308-48	MOON	4
List-2023-1308-47	SUN	List-2023-1308-57	LIGHT (RADIATION)	5
List-2023-1308-47	SUN	List-2023-1308-977	DAY (NOT NIGHT)	22
List-2023-1308-47	SUN	List-2023-1308-991	CLOCK	4
List-2023-1308-48	MOON	List-2023-1308-47	SUN	4
List-2023-1308-48	MOON	List-2023-1308-49	MONTH	41
List-2023-1308-49	MONTH	List-2023-1308-48	MOON	41
List-2023-1308-49	MONTH	List-2023-1308-57	LIGHT (RADIATION)	3
List-2023-1308-51	LIGHTNING	List-2023-1308-52	BOLT (OF LIGHTNING)	19
List-2023-1308-51	LIGHTNING	List-2023-1308-53	THUNDER	3
List-2023-1308-52	BOLT (OF LIGHTNING)	List-2023-1308-51	LIGHTNING	19
List-2023-1308-52	BOLT (OF LIGHTNING)	List-2023-1308-53	THUNDER	7
List-2023-1308-53	THUNDER	List-2023-1308-51	LIGHTNING	3
List-2023-1308-53	THUNDER	List-2023-1308-52	BOLT (OF LIGHTNING)	7
List-2023-1308-54	STORM	List-2023-1308-55	WIND	9
List-2023-1308-54	STORM	List-2023-1308-62	AIR	3
List-2023-1308-55	WIND	List-2023-1308-341	BREATH OR BREATHE	4
List-2023-1308-55	WIND	List-2023-1308-54	STORM	9
List-2023-1308-55	WIND	List-2023-1308-62	AIR	25
List-2023-1308-55	WIND	List-2023-1308-63	WEATHER	3
List-2023-1308-55	WIND	List-2023-1308-741	BLOW (OF WIND)	3
List-2023-1308-56	RAINBOW	List-2023-1308-1224	BOW	4
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-1	WORLD	3
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-1022	BRIGHT	13
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-1023	LIGHT (COLOR)	10
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-1046	CLEAR	5
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-47	SUN	5
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-49	MONTH	3
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-575	TORCH OR LAMP	6
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-576	CANDLE	4
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-684	SHINE	7
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-70	FIRE	5
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-977	DAY (NOT NIGHT)	9
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-979	DAWN	5
List-2023-1308-57	LIGHT (RADIATION)	List-2023-1308-980	MORNING	3
List-2023-1308-58	DARKNESS	List-2023-1308-1025	DARK	12
List-2023-1308-58	DARKNESS	List-2023-1308-1027	BLACK	4
List-2023-1308-58	DARKNESS	List-2023-1308-1117	OBSCURE	7
List-2023-1308-58	DARKNESS	List-2023-1308-978	NIGHT	17
List-2023-1308-58	DARKNESS	List-2023-1308-983	EVENING	6
List-2023-1308-59	SHADE	List-2023-1308-1049	SOUL	7
List-2023-1308-59	SHADE	List-2023-1308-1293	GHOST	6
List-2023-1308-60	EDGE	List-2023-1308-11	PRECIPICE	4
List-2023-1308-60	EDGE	List-2023-1308-1188	BOUNDARY	9
List-2023-1308-60	EDGE	List-2023-1308-16	SHORE	14
List-2023-1308-60	EDGE	List-2023-1308-272	FACE	3
List-2023-1308-60	EDGE	List-2023-1308-28	CAPE	3
List-2023-1308-60	EDGE	List-2023-1308-286	MOUTH	8
List-2023-1308-60	EDGE	List-2023-1308-289	LIP	7
List-2023-1308-60	EDGE	List-2023-1308-35	SIDE	13
List-2023-1308-60	EDGE	List-2023-1308-844	BESIDE	4
List-2023-1308-60	EDGE	List-2023-1308-869	TOP	5
List-2023-1308-60	EDGE	List-2023-1308-871	END (OF SPACE)	6
List-2023-1308-60	EDGE	List-2023-1308-904	CORNER	3
List-2023-1308-60	EDGE	List-2023-1308-966	END (OF TIME)	3
List-2023-1308-61	DEW	List-2023-1308-65	FOG	5
List-2023-1308-61	DEW	List-2023-1308-67	SNOW	3
List-2023-1308-61	DEW	List-2023-1308-68	ICE	3
List-2023-1308-62	AIR	List-2023-1308-341	BREATH OR BREATHE	9
List-2023-1308-62	AIR	List-2023-1308-46	SKY	4
List-2023-1308-62	AIR	List-2023-1308-54	STORM	3
List-2023-1308-62	AIR	List-2023-1308-55	WIND	25
List-2023-1308-62	AIR	List-2023-1308-63	WEATHER	8
List-2023-1308-63	WEATHER	List-2023-1308-1	WORLD	5
List-2023-1308-63	WEATHER	List-2023-1308-1004	SEASON	4
List-2023-1308-63	WEATHER	List-2023-1308-1287	HEAVEN	3
List-2023-1308-63	WEATHER	List-2023-1308-46	SKY	4
List-2023-1308-63	WEATHER	List-2023-1308-55	WIND	3
List-2023-1308-63	WEATHER	List-2023-1308-62	AIR	8
List-2023-1308-63	WEATHER	List-2023-1308-951	TIME	11
List-2023-1308-63	WEATHER	List-2023-1308-977	DAY (NOT NIGHT)	8
List-2023-1308-64	CLOUD	List-2023-1308-46	SKY	6
List-2023-1308-64	CLOUD	List-2023-1308-65	FOG	19
List-2023-1308-64	CLOUD	List-2023-1308-72	SMOKE (EXHAUST)	6
List-2023-1308-65	FOG	List-2023-1308-61	DEW	5
List-2023-1308-65	FOG	List-2023-1308-64	CLOUD	19
List-2023-1308-65	FOG	List-2023-1308-72	SMOKE (EXHAUST)	6
List-2023-1308-66	RAIN (PRECIPITATION)	List-2023-1308-18	WATER	7
List-2023-1308-66	RAIN (PRECIPITATION)	List-2023-1308-988	YEAR	3
List-2023-1308-67	SNOW	List-2023-1308-61	DEW	3
List-2023-1308-67	SNOW	List-2023-1308-68	ICE	12
List-2023-1308-68	ICE	List-2023-1308-61	DEW	3
List-2023-1308-68	ICE	List-2023-1308-67	SNOW	12
List-2023-1308-69	GLASS	List-2023-1308-440	CUP	3
List-2023-1308-69	GLASS	List-2023-1308-546	MIRROR	13
List-2023-1308-69	GLASS	List-2023-1308-562	WINDOW	3
List-2023-1308-70	FIRE	List-2023-1308-1028	RED	4
List-2023-1308-70	FIRE	List-2023-1308-1288	HELL	5
List-2023-1308-70	FIRE	List-2023-1308-43	FIREWOOD	11
List-2023-1308-70	FIRE	List-2023-1308-565	FIREPLACE	4
List-2023-1308-70	FIRE	List-2023-1308-57	LIGHT (RADIATION)	5
List-2023-1308-70	FIRE	List-2023-1308-575	TORCH OR LAMP	6
List-2023-1308-70	FIRE	List-2023-1308-576	CANDLE	4
List-2023-1308-70	FIRE	List-2023-1308-71	FLAME	12
List-2023-1308-70	FIRE	List-2023-1308-75	EMBERS	5
List-2023-1308-70	FIRE	List-2023-1308-80	MATCH	5
List-2023-1308-71	FLAME	List-2023-1308-70	FIRE	12
List-2023-1308-72	SMOKE (EXHAUST)	List-2023-1308-4	DUST	6
List-2023-1308-72	SMOKE (EXHAUST)	List-2023-1308-567	CHIMNEY	3
List-2023-1308-72	SMOKE (EXHAUST)	List-2023-1308-64	CLOUD	6
List-2023-1308-72	SMOKE (EXHAUST)	List-2023-1308-65	FOG	6
List-2023-1308-72	SMOKE (EXHAUST)	List-2023-1308-73	SMOKE (INHALE)	9
List-2023-1308-73	SMOKE (INHALE)	List-2023-1308-418	DRINK	3
List-2023-1308-73	SMOKE (INHALE)	List-2023-1308-422	SUCK	4
List-2023-1308-73	SMOKE (INHALE)	List-2023-1308-634	TOBACCO	4
List-2023-1308-73	SMOKE (INHALE)	List-2023-1308-72	SMOKE (EXHAUST)	9
List-2023-1308-73	SMOKE (INHALE)	List-2023-1308-76	BURN (SOMETHING)	4
List-2023-1308-74	ASH	List-2023-1308-4	DUST	7
List-2023-1308-75	EMBERS	List-2023-1308-70	FIRE	5
List-2023-1308-75	EMBERS	List-2023-1308-81	CHARCOAL	28
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-1042	HOT	4
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-1272	ARSON	6
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-429	ROAST OR FRY	7
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-430	BAKE	4
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-73	SMOKE (INHALE)	4
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-77	BURNING	13
List-2023-1308-76	BURN (SOMETHING)	List-2023-1308-78	LIGHT (IGNITE)	17
List-2023-1308-77	BURNING	List-2023-1308-1042	HOT	3
List-2023-1308-77	BURNING	List-2023-1308-1272	ARSON	4
List-2023-1308-77	BURNING	List-2023-1308-684	SHINE	4
List-2023-1308-77	BURNING	List-2023-1308-76	BURN (SOMETHING)	13
List-2023-1308-77	BURNING	List-2023-1308-78	LIGHT (IGNITE)	5
List-2023-1308-78	LIGHT (IGNITE)	List-2023-1308-1272	ARSON	4
List-2023-1308-78	LIGHT (IGNITE)	List-2023-1308-76	BURN (SOMETHING)	17
List-2023-1308-78	LIGHT (IGNITE)	List-2023-1308-77	BURNING	5
List-2023-1308-79	EXTINGUISH	List-2023-1308-1269	MURDER	3
List-2023-1308-79	EXTINGUISH	List-2023-1308-375	KILL	7
List-2023-1308-80	MATCH	List-2023-1308-43	FIREWOOD	3
List-2023-1308-80	MATCH	List-2023-1308-70	FIRE	5
List-2023-1308-81	CHARCOAL	List-2023-1308-75	EMBERS	28
List-2023-1308-82	PERSON	List-2023-1308-1189	PEOPLE	25
List-2023-1308-82	PERSON	List-2023-1308-1190	CLAN	5
List-2023-1308-82	PERSON	List-2023-1308-1196	CITIZEN	5
List-2023-1308-82	PERSON	List-2023-1308-156	WE (INCLUSIVE)	3
List-2023-1308-82	PERSON	List-2023-1308-83	MAN	15
List-2023-1308-82	PERSON	List-2023-1308-86	MALE (OF PERSON)	4
List-2023-1308-83	MAN	List-2023-1308-105	MARRIED MAN	4
List-2023-1308-83	MAN	List-2023-1308-1189	PEOPLE	5
List-2023-1308-83	MAN	List-2023-1308-82	PERSON	15
List-2023-1308-83	MAN	List-2023-1308-86	MALE (OF PERSON)	36
List-2023-1308-83	MAN	List-2023-1308-87	MALE (OF ANIMAL)	23
List-2023-1308-83	MAN	List-2023-1308-90	BOY	3
List-2023-1308-83	MAN	List-2023-1308-91	SON	3
List-2023-1308-83	MAN	List-2023-1308-98	HUSBAND	17
List-2023-1308-84	WOMAN	List-2023-1308-106	MARRIED WOMAN	6
List-2023-1308-84	WOMAN	List-2023-1308-85	WIFE	19
List-2023-1308-84	WOMAN	List-2023-1308-88	FEMALE (OF PERSON)	33
List-2023-1308-84	WOMAN	List-2023-1308-89	FEMALE (OF ANIMAL)	28
List-2023-1308-84	WOMAN	List-2023-1308-93	GIRL	4
List-2023-1308-84	WOMAN	List-2023-1308-94	DAUGHTER	4
List-2023-1308-84	WOMAN	List-2023-1308-95	YOUNG WOMAN	3
List-2023-1308-85	WIFE	List-2023-1308-105	MARRIED MAN	3
List-2023-1308-85	WIFE	List-2023-1308-106	MARRIED WOMAN	9
List-2023-1308-85	WIFE	List-2023-1308-84	WOMAN	19
List-2023-1308-85	WIFE	List-2023-1308-88	FEMALE (OF PERSON)	13
List-2023-1308-85	WIFE	List-2023-1308-89	FEMALE (OF ANIMAL)	11
List-2023-1308-85	WIFE	List-2023-1308-98	HUSBAND	16
List-2023-1308-85	WIFE	List-2023-1308-99	MARRY	3
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-102	FATHER	3
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-105	MARRIED MAN	3
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-1074	BRAVE	3
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-340	PENIS	3
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-82	PERSON	4
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-83	MAN	36
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-87	MALE (OF ANIMAL)	38
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-90	BOY	4
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-91	SON	3
List-2023-1308-86	MALE (OF PERSON)	List-2023-1308-98	HUSBAND	15
List-2023-1308-87	MALE (OF ANIMAL)	List-2023-1308-102	FATHER	4
List-2023-1308-87	MALE (OF ANIMAL)	List-2023-1308-1074	BRAVE	3
List-2023-1308-87	MALE (OF ANIMAL)	List-2023-1308-166	BULL	4
List-2023-1308-87	MALE (OF ANIMAL)	List-2023-1308-83	MAN	23
List-2023-1308-87	MALE (OF ANIMAL)	List-2023-1308-86	MALE (OF PERSON)	38
List-2023-1308-87	MALE (OF ANIMAL)	List-2023-1308-98	HUSBAND	12
List-2023-1308-88	FEMALE (OF PERSON)	List-2023-1308-103	MOTHER	3
List-2023-1308-88	FEMALE (OF PERSON)	List-2023-1308-84	WOMAN	33
List-2023-1308-88	FEMALE (OF PERSON)	List-2023-1308-85	WIFE	13
List-2023-1308-88	FEMALE (OF PERSON)	List-2023-1308-89	FEMALE (OF ANIMAL)	38
List-2023-1308-88	FEMALE (OF PERSON)	List-2023-1308-94	DAUGHTER	4
List-2023-1308-89	FEMALE (OF ANIMAL)	List-2023-1308-103	MOTHER	3
List-2023-1308-89	FEMALE (OF ANIMAL)	List-2023-1308-84	WOMAN	28
